name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
ACACB,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
ACAD10,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
ACAD11,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE
ACAD8,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE
ACAD9,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE
ACADL,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE
ACADM,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE
ACADS,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE
ACADSB,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ACADVL,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ACAN,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACAP1,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE
ACAP2,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE
ACAP3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACAT1,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE
ACAT2,NE,NE,NE,NE,NE,NE,aNE,aE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE
ACBD3,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE
ACBD4,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ACBD5,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE
ACBD6,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE
ACBD7,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE
ACCS,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE
ACCSL,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ACD,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE
ACE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
ACE2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
ACER1,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACER2,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ACER3,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE
ACHE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACIN1,aE,aE,aNE,aNE,aE,aE,aNE,aE,aE,E,aE,aE,aE,aNE,E,aNE,aNE,aNE,aE,aE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aE,aE
ACKR1,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE
ACKR2,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE
ACKR3,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE
ACKR4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACLY,aNE,aNE,aE,aE,aNE,aE,aE,E,aE,aE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aE,aE,aNE,aE,aE,aNE,aNE,aE,E,aNE,aE,aNE,aE
ACMSD,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
ACO1,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
ACO2,aNE,aNE,aNE,aNE,aNE,aNE,E,aNE,aNE,E,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,E,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE
ACOD1,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE
ACOT1,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE
ACOT11,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
ACOT12,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACOT13,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE
ACOT2,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE
ACOT4,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE
ACOT6,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE
ACOT7,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE
ACOT8,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE
ACOT9,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
ACOX1,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACOX2,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACOX3,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE
ACOXL,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACP1,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE
ACP2,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE
ACP3,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
ACP4,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE
ACP5,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE
ACP6,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
ACP7,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACR,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACRBP,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE
ACRV1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
ACSBG1,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
ACSBG2,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE
ACSF2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACSF3,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE
ACSL1,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ACSL3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACSL4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aE,NE,aNE,aNE
ACSL5,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ACSL6,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ACSM1,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE
ACSM2A,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE
ACSM3,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE
ACSM4,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE
ACSM5,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE
ACSM6,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE
ACSS1,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE
ACSS2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE
ACSS3,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE
ACTA1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
ACTA2,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE
ACTB,aE,aE,aE,aNE,aNE,aE,aNE,E,aNE,aNE,E,aNE,aNE,aE,aE,aE,aNE,NE,aNE,aE,aE,aE,aE,aNE,aNE,aE,aNE,aE,aE,aE,aE
ACTBL2,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE
ACTC1,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE
ACTG1,E,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE,E,aE,aE,aNE,aE,aNE,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aNE,E,aE,aE
ACTG2,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE
ACTL10,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE
ACTL6A,E,E,E,E,E,E,aE,E,E,E,aE,E,E,E,E,aE,E,E,aE,E,E,E,E,E,E,E,E,aE,E,E,E
ACTL6B,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE
ACTL7A,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE
ACTL7B,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE
ACTL8,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE
ACTL9,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE
ACTN1,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
ACTN2,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE
ACTN4,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE
ACTR10,E,E,E,E,E,E,E,E,E,aE,E,E,aE,E,E,E,E,aE,E,E,aE,E,E,E,E,E,E,E,E,E,E
ACTR1A,aE,aE,aE,aE,E,E,aE,aE,aE,aE,E,aE,aE,aE,aE,aNE,aE,aE,aNE,E,aE,aE,aE,aE,aNE,aE,E,aE,aE,aE,aE
ACTR1B,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACTR2,E,E,E,E,aE,E,E,E,E,E,E,E,E,aE,E,aE,E,E,aE,E,E,aE,E,E,E,aE,aE,E,E,E,E
ACTR3,aNE,aE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aNE,aE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aE,aE,aNE
ACTR3B,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE
ACTR5,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE
ACTR6,aE,aE,aNE,aE,E,aE,aNE,aE,aE,aE,E,aE,aNE,aE,aE,aNE,E,aE,aE,aE,aE,aE,aE,NE,aE,E,E,aE,aE,E,aE
ACTR8,aE,E,E,aE,aE,aE,aNE,aE,E,E,E,aE,aE,aE,aE,aE,aE,E,E,aE,aE,aE,aE,aE,aE,aE,E,aE,aE,aE,aE
ACTRT1,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE
ACTRT2,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
ACTRT3,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
ACVR1,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE
ACVR1B,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE
ACVR1C,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE
ACVR2A,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
ACVR2B,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE
ACVRL1,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
ACY1,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE
ACY3,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE
ACYP1,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE
